Delay ID,Flight ID,Delay Reason,Delay Duration,Delayed Reported By
6211,6211,Crew,71,Airline
6212,6212,Security,53,FAA
6213,6213,Weather,177,FAA
6214,6214,Technical,169,Pilot
6215,6215,Security,20,Airport
6216,6216,ATC,49,Airline
6217,6217,Crew,94,Pilot
6218,6218,ATC,204,FAA
6219,6219,Weather,108,Airline
6220,6220,Weather,159,FAA
6221,6221,ATC,7,Airport
6222,6222,Security,16,Airline
6223,6223,Crew,69,Pilot
6224,6224,Security,105,Airline
6225,6225,Weather,202,Airline
6226,6226,Weather,176,Pilot
6227,6227,Security,223,Airline
6228,6228,Technical,232,Pilot
6229,6229,Security,193,Airport
6230,6230,Crew,110,Pilot
6231,6231,Weather,198,FAA
6232,6232,Technical,43,FAA
6233,6233,Crew,26,Airline
6234,6234,Technical,150,Airline
6235,6235,Security,32,Pilot
6236,6236,Security,156,Airport
6237,6237,ATC,23,Pilot
6238,6238,Crew,160,FAA
6239,6239,Crew,115,FAA
6240,6240,Security,225,Pilot
6241,6241,ATC,224,Pilot
6242,6242,Weather,3,Airline
6243,6243,Security,20,Airline
6244,6244,Crew,120,Airport
6245,6245,ATC,104,Pilot
6246,6246,Weather,195,FAA
6247,6247,Crew,15,Pilot
6248,6248,Security,106,FAA
6249,6249,ATC,175,Airport
6250,6250,ATC,60,Airline
6251,6251,Crew,153,Airport
6252,6252,ATC,18,Pilot
6253,6253,ATC,185,Pilot
6254,6254,ATC,132,Airline
6255,6255,Crew,65,FAA
6256,6256,Weather,43,Pilot
6257,6257,Technical,55,FAA
6258,6258,Crew,202,Pilot
6259,6259,Security,160,Pilot
6260,6260,Security,158,Airport
6261,6261,Weather,24,Airport
6262,6262,Technical,92,FAA
6263,6263,Crew,70,Pilot
6264,6264,Technical,64,FAA
6265,6265,ATC,165,Pilot
6266,6266,Security,193,Pilot
6267,6267,Crew,204,Airline
6268,6268,Crew,201,Pilot
6269,6269,Crew,95,Airline
6270,6270,ATC,130,Airline
6271,6271,Security,79,Airport
6272,6272,Security,105,Airport
6273,6273,Security,69,Pilot
6274,6274,Weather,233,FAA
6275,6275,Security,209,Airport
6276,6276,Security,71,Airport
6277,6277,Weather,119,Airline
6278,6278,Technical,3,Airline
6279,6279,Security,24,FAA
6280,6280,Weather,14,Airport
6281,6281,Technical,104,Airport
6282,6282,Weather,126,Airport
6283,6283,Crew,21,Pilot
6284,6284,Crew,213,Airport
6285,6285,Security,58,FAA
6286,6286,ATC,48,Airline
6287,6287,Crew,154,Airline
6288,6288,ATC,204,Airline
6289,6289,Weather,204,FAA
6290,6290,Weather,4,FAA
6291,6291,ATC,7,Airport
6292,6292,Security,9,Pilot
6293,6293,Weather,81,FAA
6294,6294,Crew,22,Pilot
6295,6295,ATC,223,Pilot
6296,6296,Weather,95,Airline
6297,6297,Crew,151,Airport
6298,6298,Security,143,Airline
6299,6299,Weather,148,Airline
6300,6300,Security,67,Pilot
6301,6301,Weather,155,FAA
6302,6302,Technical,100,Airport
6303,6303,Crew,119,Airline
6304,6304,Technical,204,Airport
6305,6305,Crew,116,Airline
6306,6306,Security,94,FAA
6307,6307,Weather,164,Airline
6308,6308,Technical,31,FAA
6309,6309,Technical,227,Airport
6310,6310,Security,176,Pilot
6311,6311,Security,230,Airline
6312,6312,Weather,27,Airport
6313,6313,Technical,35,Airport
6314,6314,Weather,27,FAA
6315,6315,Security,123,Pilot
6316,6316,ATC,126,Pilot
6317,6317,Crew,143,FAA
6318,6318,Crew,239,Airline
6319,6319,ATC,68,Airport
6320,6320,Weather,21,Airport
6321,6321,Security,59,Airline
6322,6322,Technical,9,FAA
6323,6323,Crew,7,Pilot
6324,6324,Crew,154,FAA
6325,6325,Technical,116,FAA
6326,6326,Technical,77,Airport
6327,6327,ATC,16,FAA
6328,6328,Crew,126,Pilot
6329,6329,Weather,208,FAA
6330,6330,Security,115,Pilot
6331,6331,Crew,8,Airport
6332,6332,ATC,48,Airport
6333,6333,Weather,214,FAA
6334,6334,Technical,212,Airport
6335,6335,Security,20,FAA
6336,6336,Crew,37,Airport
6337,6337,Technical,203,Pilot
6338,6338,ATC,8,Airport
6339,6339,Weather,206,Airport
6340,6340,ATC,142,FAA
6341,6341,Weather,134,FAA
6342,6342,Crew,84,FAA
6343,6343,Crew,13,Pilot
6344,6344,Security,8,Pilot
6345,6345,Weather,75,Airline
6346,6346,Technical,117,Airport
6347,6347,Technical,31,FAA
6348,6348,ATC,9,Airport
6349,6349,Security,181,Airline
6350,6350,Security,177,FAA
6351,6351,ATC,121,Pilot
6352,6352,Technical,89,Airport
6353,6353,ATC,45,FAA
6354,6354,Technical,186,Pilot
6355,6355,Technical,91,Airline
6356,6356,ATC,76,Airline
6357,6357,Crew,134,FAA
6358,6358,Weather,135,FAA
6359,6359,ATC,162,Airport
6360,6360,ATC,233,FAA
6361,6361,Crew,122,Pilot
6362,6362,Security,157,Airport
6363,6363,Weather,7,Airline
6364,6364,ATC,198,Pilot
6365,6365,Weather,160,Airport
6366,6366,Technical,72,Pilot
6367,6367,Security,50,Airport
6368,6368,Crew,19,Pilot
6369,6369,Crew,194,Airport
6370,6370,Crew,174,FAA
6371,6371,Crew,183,Airline
6372,6372,Crew,154,Airline
6373,6373,Technical,112,Pilot
6374,6374,Weather,99,Pilot
6375,6375,Weather,37,FAA
6376,6376,Weather,33,Airline
6377,6377,Weather,193,Airport
6378,6378,Crew,221,Pilot
6379,6379,Technical,65,Pilot
6380,6380,Weather,129,FAA
6381,6381,Technical,219,FAA
6382,6382,Technical,94,FAA
6383,6383,Technical,37,Airline
6384,6384,Crew,16,Airport
6385,6385,ATC,108,Airport
6386,6386,Security,59,Pilot
6387,6387,Security,69,Airline
6388,6388,Security,90,Pilot
6389,6389,Crew,174,FAA
6390,6390,ATC,28,Pilot
6391,6391,Technical,22,FAA
6392,6392,Weather,232,FAA
6393,6393,ATC,201,Airport
6394,6394,Security,221,Airport
6395,6395,Crew,135,FAA
6396,6396,Technical,140,Pilot
6397,6397,ATC,39,Airport
6398,6398,ATC,203,Pilot
6399,6399,ATC,89,Airline
6400,6400,ATC,144,Airport
6401,6401,Crew,197,FAA
6402,6402,Technical,112,Airport
6403,6403,ATC,184,FAA
6404,6404,Security,17,Airport
6405,6405,ATC,4,FAA
6406,6406,Weather,44,Airline
6407,6407,Technical,58,FAA
6408,6408,Weather,45,FAA
6409,6409,Crew,203,Pilot
6410,6410,ATC,230,Pilot
6411,6411,Security,141,FAA
6412,6412,Crew,207,Airport
6413,6413,Technical,188,Pilot
6414,6414,Security,189,Airport
6415,6415,Security,150,FAA
6416,6416,Crew,73,Airline
6417,6417,Weather,209,Airline
6418,6418,Weather,152,Pilot
6419,6419,Crew,104,Pilot
6420,6420,Technical,189,Airport
6421,6421,Crew,42,FAA
6422,6422,Technical,56,FAA
6423,6423,Security,137,FAA
6424,6424,Technical,209,Airport
6425,6425,Technical,118,FAA
6426,6426,Security,236,Airport
6427,6427,Technical,23,Airline
6428,6428,Crew,53,FAA
6429,6429,Security,126,Airline
6430,6430,Weather,66,Airline
6431,6431,Weather,102,Airport
6432,6432,Crew,214,Airport
6433,6433,Security,105,Airport
6434,6434,Security,19,Airline
6435,6435,Security,77,Airport
6436,6436,Weather,56,Airline
6437,6437,Crew,194,Airline
6438,6438,Crew,143,FAA
6439,6439,ATC,13,Airline
6440,6440,Weather,119,FAA
6441,6441,Technical,35,Airline
6442,6442,Security,141,Airport
6443,6443,Technical,71,Airport
6444,6444,ATC,217,Pilot
6445,6445,Weather,28,FAA
6446,6446,Security,44,Airline
6447,6447,Weather,97,FAA
6448,6448,Crew,108,Airport
6449,6449,Weather,49,Airport
6450,6450,Weather,169,Airport
6451,6451,ATC,180,Airport
6452,6452,Crew,172,Airport
6453,6453,Security,215,Airline
6454,6454,Technical,199,Airline
6455,6455,ATC,138,Airport
6456,6456,ATC,54,Airport
6457,6457,Weather,102,Pilot
6458,6458,ATC,45,Pilot
6459,6459,ATC,42,Airline
6460,6460,Security,63,FAA
6461,6461,Crew,69,Airport
6462,6462,Weather,175,FAA
6463,6463,Weather,225,Pilot
6464,6464,Weather,152,Pilot
6465,6465,Security,190,FAA
6466,6466,Weather,17,Airline
6467,6467,Crew,156,FAA
6468,6468,Weather,22,Pilot
6469,6469,Crew,139,Airport
6470,6470,Crew,24,Airport
6471,6471,Technical,40,FAA
6472,6472,Crew,192,FAA
6473,6473,Security,9,Pilot
6474,6474,Security,112,Airline
6475,6475,Weather,55,Airline
6476,6476,Crew,74,Airline
6477,6477,Crew,166,Airline
6478,6478,Crew,105,Pilot
6479,6479,ATC,114,Airport
6480,6480,Weather,2,FAA
6481,6481,Security,26,Pilot
6482,6482,ATC,62,FAA
6483,6483,Technical,102,FAA
6484,6484,Security,181,FAA
6485,6485,Technical,57,FAA
6486,6486,Security,116,Airline
6487,6487,Security,183,Airport
6488,6488,Crew,196,FAA
6489,6489,Weather,83,Airline
6490,6490,Weather,46,Pilot
6491,6491,Technical,56,Airport
6492,6492,Weather,219,Airline
6493,6493,Technical,168,Pilot
6494,6494,Weather,171,Airline
6495,6495,Technical,62,Pilot
6496,6496,Weather,219,Pilot
6497,6497,Technical,182,FAA
6498,6498,Crew,62,FAA
6499,6499,Technical,83,Airline
6500,6500,Weather,123,FAA
6501,6501,Technical,23,Pilot
6502,6502,Technical,198,Pilot
6503,6503,ATC,138,FAA
6504,6504,Crew,37,FAA
6505,6505,Crew,175,Pilot
6506,6506,Technical,220,Pilot
6507,6507,Technical,40,Pilot
6508,6508,Crew,149,FAA
6509,6509,Technical,155,Pilot
6510,6510,Technical,145,Pilot
6511,6511,ATC,213,Airport
6512,6512,ATC,47,Pilot
6513,6513,Crew,202,Pilot
6514,6514,ATC,17,Pilot
6515,6515,Technical,63,Pilot
6516,6516,Weather,24,Pilot
6517,6517,Technical,195,Pilot
6518,6518,Security,229,Airline
6519,6519,Weather,219,Airport
6520,6520,ATC,130,FAA
6521,6521,ATC,121,Airline
6522,6522,ATC,194,Airport
6523,6523,Weather,121,FAA
6524,6524,Security,170,Airport
6525,6525,Crew,109,Airline
6526,6526,Crew,156,Airline
6527,6527,Security,166,Airport
6528,6528,Weather,49,Pilot
6529,6529,Weather,55,Pilot
6530,6530,Crew,52,Airport
6531,6531,Crew,236,Airport
6532,6532,Weather,60,Pilot
6533,6533,Crew,122,Pilot
6534,6534,ATC,167,Pilot
6535,6535,ATC,88,Airline
6536,6536,Weather,216,Airport
6537,6537,Weather,5,FAA
6538,6538,Technical,210,FAA
6539,6539,ATC,104,Pilot
6540,6540,Crew,93,Pilot
6541,6541,ATC,222,Airline
6542,6542,ATC,83,FAA
6543,6543,Weather,171,Airline
6544,6544,Weather,233,Airport
6545,6545,Crew,113,Airline
6546,6546,ATC,105,FAA
6547,6547,Security,204,Pilot
6548,6548,Weather,121,Airline
6549,6549,Security,109,Pilot
6550,6550,ATC,46,Airline
6551,6551,Technical,214,Airport
6552,6552,Security,38,Airline
6553,6553,Security,57,Airline
6554,6554,Technical,80,FAA
6555,6555,Technical,74,FAA
6556,6556,Weather,152,FAA
6557,6557,Security,10,Airline
6558,6558,Security,3,Pilot
6559,6559,ATC,120,Airport
6560,6560,Technical,57,Airport
6561,6561,ATC,21,Airline
6562,6562,Technical,157,FAA
6563,6563,Weather,156,Airline
6564,6564,Technical,57,Airport
6565,6565,Weather,194,Airline
6566,6566,Technical,39,Airport
6567,6567,Security,45,FAA
6568,6568,Weather,152,Pilot
6569,6569,Security,239,Airline
6570,6570,Technical,155,Airport
6571,6571,Weather,215,Airline
6572,6572,Crew,5,Airport
6573,6573,Weather,29,Airport
6574,6574,Security,23,Pilot
6575,6575,Crew,66,FAA
6576,6576,ATC,184,FAA
6577,6577,Security,138,Pilot
6578,6578,Security,170,FAA
6579,6579,Security,80,Pilot
6580,6580,Technical,77,Pilot
6581,6581,ATC,3,Airline
6582,6582,ATC,229,Pilot
6583,6583,Crew,231,Airport
6584,6584,Security,51,Pilot
6585,6585,ATC,229,Pilot
6586,6586,Weather,232,Airline
6587,6587,Security,82,Airport
6588,6588,Security,92,Airport
6589,6589,Security,197,Pilot
6590,6590,Crew,38,Airport
6591,6591,Crew,143,Airline
6592,6592,Crew,80,Airport
6593,6593,Weather,207,FAA
6594,6594,Crew,129,Airline
6595,6595,Crew,143,Airline
6596,6596,Crew,75,FAA
6597,6597,Weather,25,Airline
6598,6598,Crew,13,Airport
6599,6599,Technical,207,FAA
6600,6600,Technical,180,Pilot
6601,6601,ATC,128,Pilot
6602,6602,Weather,16,Airline
6603,6603,Crew,88,Airline
6604,6604,Security,202,FAA
6605,6605,Crew,163,Airport
6606,6606,Crew,167,Airport
6607,6607,ATC,183,Airport
6608,6608,Weather,181,Pilot
6609,6609,Weather,32,Airline
6610,6610,Technical,146,FAA
6611,6611,Technical,182,FAA
6612,6612,Weather,184,Pilot
6613,6613,Technical,142,Airline
6614,6614,Weather,69,FAA
6615,6615,ATC,214,Airport
6616,6616,Technical,165,Pilot
6617,6617,ATC,77,Airline
6618,6618,Security,32,Pilot
6619,6619,Technical,63,Airline
6620,6620,Crew,206,Pilot
6621,6621,Technical,232,FAA
6622,6622,Crew,117,FAA
6623,6623,ATC,58,FAA
6624,6624,Security,67,Airport
6625,6625,Security,101,Airline
6626,6626,Crew,229,Airport
6627,6627,Security,223,Airport
6628,6628,Technical,34,FAA
6629,6629,Security,197,Pilot
6630,6630,Security,21,Airline
6631,6631,Technical,91,Pilot
6632,6632,Weather,8,Pilot
6633,6633,Security,127,Airline
6634,6634,Security,160,Airline
6635,6635,ATC,227,Pilot
6636,6636,Security,97,FAA
6637,6637,Weather,49,Airport
6638,6638,Security,92,Airline
6639,6639,ATC,176,Airline
6640,6640,Security,69,FAA
6641,6641,Technical,194,FAA
6642,6642,ATC,39,Airline
6643,6643,Crew,39,Airport
6644,6644,Security,73,Pilot
6645,6645,Security,137,Airline
6646,6646,ATC,163,Pilot
6647,6647,Weather,68,Airline
6648,6648,Crew,40,Airport
6649,6649,Technical,65,Airline
6650,6650,Weather,102,Airline
6651,6651,Technical,106,Airline
6652,6652,Technical,131,FAA
6653,6653,Security,6,Pilot
6654,6654,Crew,139,Pilot
6655,6655,Weather,112,Pilot
6656,6656,Crew,95,Pilot
6657,6657,ATC,5,Airline
6658,6658,Weather,17,FAA
6659,6659,Security,79,Airline
6660,6660,Security,124,Pilot
6661,6661,Crew,128,FAA
6662,6662,Weather,75,Airline
6663,6663,Weather,236,FAA
6664,6664,Security,76,FAA
6665,6665,ATC,160,Pilot
6666,6666,Weather,22,Airline
6667,6667,Security,213,Pilot
6668,6668,Security,107,Airport
6669,6669,Security,25,FAA
6670,6670,Security,160,FAA
6671,6671,Technical,170,Airline
6672,6672,Crew,150,FAA
6673,6673,ATC,156,Pilot
6674,6674,Crew,221,Pilot
6675,6675,Crew,50,Pilot
6676,6676,Weather,191,FAA
6677,6677,Weather,60,Airport
6678,6678,Weather,222,Airport
6679,6679,ATC,76,Airline
6680,6680,Crew,103,Airline
6681,6681,Security,205,FAA
6682,6682,ATC,28,FAA
6683,6683,Technical,224,Airport
6684,6684,ATC,178,Airline
6685,6685,Security,203,Airport
6686,6686,Technical,108,Airline
6687,6687,Crew,48,FAA
6688,6688,ATC,47,Pilot
6689,6689,Technical,231,FAA
6690,6690,Security,71,FAA
6691,6691,Weather,34,FAA
6692,6692,Technical,34,Airport
6693,6693,Crew,71,Airport
6694,6694,Weather,240,Airline
6695,6695,Technical,61,Airport
6696,6696,Technical,187,FAA
6697,6697,Weather,126,Airport
6698,6698,ATC,37,Airline
6699,6699,Security,89,FAA
6700,6700,Security,41,Pilot
6701,6701,Crew,90,Airline
6702,6702,Technical,228,Airport
6703,6703,Weather,135,Pilot
6704,6704,Crew,212,Airline
6705,6705,Security,68,Airline
6706,6706,Security,63,Pilot
6707,6707,Security,173,Airport
6708,6708,ATC,207,FAA
6709,6709,Security,177,FAA
6710,6710,Weather,182,Pilot
6711,6711,Crew,169,Pilot
6712,6712,Crew,41,Airline
6713,6713,Security,20,Airline
6714,6714,Crew,3,Pilot
6715,6715,Technical,86,Pilot
6716,6716,Crew,9,FAA
6717,6717,Security,234,FAA
6718,6718,Security,167,Pilot
6719,6719,ATC,33,Airline
6720,6720,Security,71,Airline
6721,6721,Crew,63,Pilot
6722,6722,Crew,84,Pilot
6723,6723,Security,167,FAA
6724,6724,Weather,79,Pilot
6725,6725,Security,240,Pilot
6726,6726,ATC,160,Airline
6727,6727,Weather,102,Airport
6728,6728,ATC,43,Airport
6729,6729,Crew,91,Airport
6730,6730,Security,180,Pilot
6731,6731,Weather,59,Pilot
6732,6732,Weather,220,Airline
6733,6733,Security,104,FAA
6734,6734,Weather,161,Airline
6735,6735,Crew,26,Airport
6736,6736,Security,44,FAA
6737,6737,Crew,149,Airline
6738,6738,Technical,54,FAA
6739,6739,Security,156,Pilot
6740,6740,Weather,15,Airline
6741,6741,Crew,212,Airport
6742,6742,Security,85,Airport
6743,6743,Weather,60,Airline
6744,6744,Security,108,Pilot
6745,6745,Crew,85,Pilot
6746,6746,Weather,78,Airport
6747,6747,Weather,86,FAA
6748,6748,Weather,222,FAA
6749,6749,Security,237,Airport
6750,6750,Security,216,Airline
6751,6751,Security,197,FAA
6752,6752,Weather,119,Airline
6753,6753,Security,143,FAA
6754,6754,Security,19,Airport
6755,6755,Crew,158,FAA
6756,6756,Weather,177,Airport
6757,6757,Weather,25,Pilot
6758,6758,Technical,94,Pilot
6759,6759,ATC,236,FAA
6760,6760,Security,164,Airport
6761,6761,Technical,96,Airline
6762,6762,Weather,36,FAA
6763,6763,Security,55,FAA
6764,6764,Security,145,Airport
6765,6765,Weather,70,Airport
6766,6766,Security,45,Pilot
6767,6767,ATC,39,Pilot
6768,6768,Security,6,Pilot
6769,6769,ATC,210,FAA
6770,6770,Crew,178,Airline
6771,6771,Crew,77,FAA
6772,6772,Technical,216,Airport
6773,6773,Security,160,Airline
6774,6774,Technical,188,Airport
6775,6775,Technical,131,FAA
6776,6776,ATC,60,Airline
6777,6777,Security,231,Airport
6778,6778,ATC,154,Airline
6779,6779,ATC,240,Pilot
6780,6780,Security,109,FAA
6781,6781,Crew,154,Airport
6782,6782,Weather,208,Airline
6783,6783,Crew,136,Airline
6784,6784,Security,30,Airline
6785,6785,Security,102,Airline
6786,6786,Crew,75,Airline
6787,6787,Weather,166,Airline
6788,6788,Weather,239,Pilot
6789,6789,Crew,99,FAA
6790,6790,Crew,207,Airport
6791,6791,ATC,95,FAA
6792,6792,Technical,191,Airport
6793,6793,ATC,97,Airport
6794,6794,Security,22,Pilot
6795,6795,Weather,134,Pilot
6796,6796,Security,14,Airport
6797,6797,Security,189,FAA
6798,6798,ATC,44,Pilot
6799,6799,Technical,174,FAA
6800,6800,Security,129,Airport
6801,6801,Technical,136,FAA
6802,6802,Security,190,Airport
6803,6803,Security,162,Airline
6804,6804,ATC,198,FAA
6805,6805,Technical,209,FAA
6806,6806,Security,154,FAA
6807,6807,ATC,52,Pilot
6808,6808,ATC,229,Airport
6809,6809,Crew,220,Airport
6810,6810,Crew,240,Airport
6811,6811,Weather,15,Airport
6812,6812,Technical,16,Airline
6813,6813,Crew,68,FAA
6814,6814,Weather,41,Airline
6815,6815,ATC,61,FAA
6816,6816,ATC,11,Pilot
6817,6817,ATC,207,Pilot
6818,6818,Crew,42,Airline
6819,6819,Crew,136,Pilot
6820,6820,Crew,89,Airport
6821,6821,ATC,139,FAA
6822,6822,Crew,183,Airport
6823,6823,Crew,204,Airline
6824,6824,Technical,153,FAA
6825,6825,Weather,135,Pilot
6826,6826,Security,166,Airline
6827,6827,Technical,125,Airport
6828,6828,Technical,13,Pilot
6829,6829,Crew,143,Airport
6830,6830,Weather,232,Airport
6831,6831,Security,68,FAA
6832,6832,ATC,21,FAA
6833,6833,Security,73,FAA
6834,6834,Weather,192,Pilot
6835,6835,Weather,86,Airline
6836,6836,Weather,168,Airline
6837,6837,Crew,124,Airport
6838,6838,Crew,236,Airline
6839,6839,Security,33,Airline
6840,6840,Weather,229,FAA
6841,6841,Crew,236,FAA
6842,6842,Crew,80,Pilot
6843,6843,Technical,228,FAA
6844,6844,Crew,20,Airport
6845,6845,Crew,240,FAA
6846,6846,ATC,132,Airport
6847,6847,Crew,194,Airport
6848,6848,Crew,235,Airport
6849,6849,Crew,139,Airline
6850,6850,Crew,39,Pilot
6851,6851,Crew,90,Airline
6852,6852,Crew,35,Pilot
6853,6853,ATC,166,Pilot
6854,6854,Technical,60,FAA
6855,6855,Security,74,Airline
6856,6856,Security,96,FAA
6857,6857,ATC,166,Airline
6858,6858,Weather,26,FAA
6859,6859,Weather,231,Airport
6860,6860,Weather,239,FAA
6861,6861,ATC,14,FAA
6862,6862,Weather,227,Airline
6863,6863,Technical,122,Airport
6864,6864,Technical,75,Pilot
6865,6865,Technical,19,FAA
6866,6866,ATC,198,Airline
6867,6867,Crew,138,Pilot
6868,6868,Crew,93,Pilot
6869,6869,Weather,45,Airline
6870,6870,Weather,3,FAA
6871,6871,Technical,148,Airline
6872,6872,Weather,102,Pilot
6873,6873,Crew,127,FAA
6874,6874,Security,195,Pilot
6875,6875,ATC,183,Airline
6876,6876,Security,134,Pilot
6877,6877,ATC,11,Pilot
6878,6878,Technical,234,Pilot
6879,6879,Technical,173,FAA
6880,6880,Security,130,Airline
6881,6881,Security,152,Airline
6882,6882,Security,185,Pilot
6883,6883,Technical,67,Airline
6884,6884,Weather,172,Airline
6885,6885,Weather,126,Airline
6886,6886,Weather,131,Airline
6887,6887,Technical,32,Pilot
6888,6888,Technical,126,FAA
6889,6889,Weather,134,Pilot
6890,6890,Crew,230,Airline
6891,6891,Technical,93,FAA
6892,6892,Security,147,FAA
6893,6893,Security,239,Airline
6894,6894,Crew,142,FAA
6895,6895,Weather,217,Airline
6896,6896,ATC,223,FAA
6897,6897,Weather,137,Airport
6898,6898,Technical,162,FAA
6899,6899,Crew,2,Pilot
6900,6900,ATC,207,Pilot
6901,6901,ATC,43,FAA
6902,6902,Technical,46,FAA
6903,6903,Weather,166,FAA
6904,6904,ATC,100,Pilot
6905,6905,Crew,217,FAA
6906,6906,Weather,7,FAA
6907,6907,Crew,238,Pilot
6908,6908,Weather,54,Pilot
6909,6909,Technical,138,Airline
6910,6910,Security,40,FAA
6911,6911,Security,116,FAA
6912,6912,Crew,32,Airline
6913,6913,ATC,39,FAA
6914,6914,Technical,240,Pilot
6915,6915,Crew,20,Pilot
6916,6916,Security,195,Pilot
6917,6917,Technical,222,Pilot
6918,6918,ATC,51,FAA
6919,6919,ATC,86,Airport
6920,6920,Security,160,FAA
6921,6921,ATC,119,FAA
6922,6922,Security,238,Airline
6923,6923,Security,32,Airline
6924,6924,Security,111,Airline
6925,6925,ATC,119,Airline
6926,6926,Security,198,Airport
6927,6927,Crew,224,Pilot
6928,6928,Technical,130,FAA
6929,6929,Technical,31,Pilot
6930,6930,Security,231,Airport
6931,6931,Security,133,Airline
6932,6932,ATC,105,FAA
6933,6933,Crew,162,Airport
6934,6934,Crew,23,Airline
6935,6935,Crew,82,Pilot
6936,6936,Crew,105,Airport
6937,6937,Technical,88,Pilot
6938,6938,Crew,200,FAA
6939,6939,Security,198,FAA
6940,6940,Weather,201,Airline
6941,6941,ATC,207,Airport
6942,6942,Crew,1,FAA
6943,6943,Security,58,Airline
6944,6944,Security,183,Airport
6945,6945,ATC,178,Airport
6946,6946,Weather,235,Airport
6947,6947,Technical,124,Airline
6948,6948,Crew,221,Pilot
6949,6949,Crew,127,Pilot
6950,6950,Security,224,Airline
6951,6951,Weather,221,Airport
6952,6952,Security,28,Airline
6953,6953,ATC,152,Airline
6954,6954,ATC,206,FAA
6955,6955,Crew,59,Airport
6956,6956,Technical,213,Airport
6957,6957,Security,171,FAA
6958,6958,Security,90,Airport
6959,6959,ATC,99,Airline
6960,6960,Technical,182,Pilot
6961,6961,Crew,10,Airport
6962,6962,Technical,47,FAA
6963,6963,Crew,213,Pilot
6964,6964,Crew,94,Airline
6965,6965,ATC,150,Pilot
6966,6966,Crew,112,Airport
6967,6967,Security,159,Airport
6968,6968,Weather,232,Airline
6969,6969,Security,114,FAA
6970,6970,Technical,178,Airline
6971,6971,Technical,169,Airline
6972,6972,Weather,174,FAA
6973,6973,Security,213,FAA
6974,6974,Weather,151,FAA
6975,6975,ATC,221,Pilot
6976,6976,Weather,21,Airport
6977,6977,Security,2,Airline
6978,6978,Weather,200,FAA
6979,6979,Weather,68,Airline
6980,6980,Security,142,Airline
6981,6981,ATC,98,FAA
6982,6982,ATC,8,Airline
6983,6983,Security,232,Airport
6984,6984,Security,132,Airline
6985,6985,ATC,184,Pilot
6986,6986,Security,226,FAA
6987,6987,ATC,65,Airport
6988,6988,Technical,33,Pilot
6989,6989,Technical,83,Pilot
6990,6990,Technical,94,Airline
6991,6991,Security,61,Airline
6992,6992,Crew,216,Airline
6993,6993,Weather,56,Pilot
6994,6994,Weather,237,Airport
6995,6995,Crew,73,Pilot
6996,6996,ATC,104,FAA
6997,6997,Technical,194,FAA
6998,6998,Security,144,Airline
6999,6999,Technical,230,FAA
7000,7000,Security,202,Airport
7001,7001,Weather,165,FAA
7002,7002,Security,81,Airline
7003,7003,Weather,1,Airline
7004,7004,Security,4,Pilot
7005,7005,Crew,104,Pilot
7006,7006,Technical,136,Airport
7007,7007,Weather,30,Airport
7008,7008,Crew,58,Pilot
7009,7009,Weather,239,Airport
7010,7010,ATC,41,Pilot
7011,7011,Technical,167,Airline
7012,7012,Crew,218,Pilot
7013,7013,Security,33,Airline
7014,7014,ATC,234,FAA
7015,7015,Technical,143,Pilot
7016,7016,Security,84,Pilot
7017,7017,Crew,128,Pilot
7018,7018,Technical,73,Airport
7019,7019,Weather,56,FAA
7020,7020,Technical,206,Pilot
7021,7021,Technical,32,FAA
7022,7022,Weather,145,FAA
7023,7023,Weather,208,FAA
7024,7024,Security,84,Airline
7025,7025,Security,28,Airline
7026,7026,Weather,124,Airport
7027,7027,Crew,17,Airline
7028,7028,Weather,13,Airline
7029,7029,ATC,26,Airline
7030,7030,Crew,132,FAA
7031,7031,Weather,41,Airport
7032,7032,Technical,110,FAA
7033,7033,Crew,83,Airport
7034,7034,Technical,81,FAA
7035,7035,Weather,118,FAA
7036,7036,Security,168,FAA
7037,7037,Security,103,Airline
7038,7038,Security,17,Pilot
7039,7039,Technical,234,Airport
7040,7040,Weather,42,FAA
7041,7041,ATC,55,Pilot
7042,7042,Crew,67,Pilot
7043,7043,ATC,36,Airport
7044,7044,ATC,201,FAA
7045,7045,ATC,23,Airport
7046,7046,Technical,138,FAA
7047,7047,Security,62,Airport
7048,7048,Weather,65,FAA
7049,7049,Security,112,Pilot
7050,7050,Weather,86,Airline
7051,7051,ATC,31,Airport
7052,7052,ATC,83,Airport
7053,7053,ATC,181,Airline
7054,7054,Security,15,Airline
7055,7055,Crew,81,FAA
7056,7056,ATC,204,FAA
7057,7057,ATC,170,Airport
7058,7058,Crew,76,Airline
7059,7059,Weather,15,Airline
7060,7060,Technical,93,Airport
7061,7061,Weather,87,FAA
7062,7062,Security,187,Pilot
7063,7063,Security,184,Pilot
7064,7064,ATC,45,FAA
7065,7065,Crew,121,Pilot
7066,7066,ATC,114,Airline
7067,7067,Crew,44,FAA
7068,7068,Technical,173,Airport
7069,7069,Weather,58,Airport
7070,7070,Technical,150,Airport
7071,7071,Security,140,FAA
7072,7072,Technical,233,Airline
7073,7073,Weather,219,FAA
7074,7074,Crew,112,Pilot
7075,7075,Technical,22,FAA
7076,7076,Technical,75,Airport
7077,7077,Weather,122,FAA
7078,7078,Crew,174,Airport
7079,7079,Weather,156,Airline
7080,7080,ATC,68,Airline
7081,7081,Technical,15,Airline
