Maintenance ID,Aircraft ID,Maintenance Date,Maintenance Technician,Maintenance Description,Maintenance Cost
1809,2398,2022-12-18,Tech_457,Engine check,4068.34
1810,2637,2015-04-07,Tech_460,Avionics upgrade,30449.71
1811,1515,2024-04-07,Tech_421,Avionics upgrade,39132.68
1812,1471,2022-03-01,Tech_271,Avionics upgrade,37864.43
1813,1250,2012-06-20,Tech_48,Engine check,16200.66
1814,243,2021-12-12,Tech_294,Engine check,48637.16
1815,2209,2021-01-20,Tech_54,Routine,47852.22
1816,2752,2011-11-09,Tech_193,Routine,3928.87
1817,2181,2012-04-23,Tech_269,Avionics upgrade,8594.98
1818,1354,2023-11-21,Tech_374,Avionics upgrade,27527.12
1819,2721,2013-07-14,Tech_262,Routine,10506.18
1820,949,2021-03-29,Tech_191,Landing gear,30047.19
1821,2696,2014-05-30,Tech_112,Avionics upgrade,3460.97
1822,48,2020-04-12,Tech_45,Landing gear,33886.59
1823,1193,2024-08-31,Tech_221,Landing gear,7879.9
1824,2145,2021-12-13,Tech_103,Routine,37819.89
1825,718,2011-03-28,Tech_46,Avionics upgrade,40180.45
1826,1362,2020-01-01,Tech_416,Avionics upgrade,32877.83
1827,615,2018-06-10,Tech_349,Routine,2434.76
1828,175,2023-09-18,Tech_408,Routine,41600.37
1829,1740,2013-10-27,Tech_465,Avionics upgrade,6318.64
1830,797,2015-11-14,Tech_95,Landing gear,28529.24
1831,455,2017-08-10,Tech_388,Routine,27674.88
1832,2734,2017-02-22,Tech_229,Engine check,47800.32
1833,1624,2015-07-05,Tech_160,Engine check,17268.98
1834,2383,2015-08-31,Tech_285,Engine check,17697.89
1835,1912,2018-10-26,Tech_334,Routine,44936.14
1836,1668,2010-07-01,Tech_26,Landing gear,43137.63
1837,2823,2010-09-02,Tech_282,Avionics upgrade,39431.59
1838,870,2022-02-09,Tech_318,Avionics upgrade,36964.99
1839,1092,2022-10-12,Tech_263,Avionics upgrade,8442.77
1840,66,2011-02-04,Tech_374,Routine,22173.65
1841,1791,2019-09-05,Tech_129,Engine check,1709.87
1842,1593,2022-10-05,Tech_95,Engine check,39653.58
1843,2632,2023-12-16,Tech_59,Routine,6778.95
1844,1681,2023-08-05,Tech_122,Routine,19852.46
1845,1989,2021-03-05,Tech_36,Avionics upgrade,37991.92
1846,866,2014-03-07,Tech_98,Routine,44646.78
1847,394,2013-06-08,Tech_344,Routine,7229.8
1848,526,2016-12-20,Tech_261,Routine,13513.06
1849,2092,2010-08-13,Tech_30,Landing gear,35053.09
1850,2750,2012-02-20,Tech_360,Landing gear,2172.75
1851,2083,2021-05-16,Tech_402,Landing gear,40553.84
1852,2261,2016-12-28,Tech_248,Landing gear,33425.95
1853,48,2017-03-07,Tech_317,Avionics upgrade,13287.84
1854,902,2022-12-07,Tech_192,Engine check,37462.3
1855,20,2022-04-22,Tech_153,Engine check,46542.23
1856,459,2013-07-31,Tech_472,Avionics upgrade,34181.38
1857,277,2012-11-27,Tech_385,Avionics upgrade,34377.59
1858,1789,2010-08-03,Tech_319,Avionics upgrade,4487.27
1859,1833,2011-06-12,Tech_337,Landing gear,45425.32
1860,1161,2012-03-11,Tech_185,Routine,30275.0
1861,2411,2012-07-15,Tech_136,Engine check,34812.02
1862,1758,2014-01-24,Tech_177,Landing gear,17072.48
1863,1147,2024-10-05,Tech_247,Engine check,46460.78
1864,858,2015-05-21,Tech_51,Engine check,34441.71
1865,80,2020-02-27,Tech_179,Avionics upgrade,43510.87
1866,1191,2012-09-15,Tech_458,Avionics upgrade,41906.52
1867,2473,2010-07-11,Tech_346,Engine check,15344.67
1868,2238,2012-08-10,Tech_477,Routine,8074.49
1869,536,2019-08-11,Tech_262,Landing gear,17104.58
1870,2369,2014-05-22,Tech_9,Landing gear,4208.71
1871,7,2018-05-10,Tech_78,Routine,43104.36
1872,2732,2012-04-25,Tech_229,Routine,27583.79
1873,2165,2010-12-12,Tech_27,Routine,49194.1
1874,1192,2017-11-27,Tech_214,Landing gear,27278.85
1875,328,2014-01-09,Tech_6,Landing gear,19766.9
1876,1113,2015-04-28,Tech_339,Routine,5288.41
1877,2583,2017-09-17,Tech_290,Avionics upgrade,26019.16
1878,2151,2024-04-25,Tech_266,Avionics upgrade,22462.41
1879,489,2022-09-18,Tech_199,Landing gear,8441.84
1880,2370,2015-08-02,Tech_155,Avionics upgrade,31025.74
1881,2811,2015-12-10,Tech_390,Routine,17559.33
1882,2446,2012-07-13,Tech_73,Engine check,33976.89
1883,1456,2016-07-24,Tech_130,Routine,6022.93
1884,498,2023-06-14,Tech_490,Landing gear,5665.46
1885,1213,2012-08-24,Tech_137,Landing gear,10204.9
1886,2964,2010-08-15,Tech_118,Landing gear,36870.13
1887,1740,2021-05-21,Tech_389,Landing gear,6620.79
1888,933,2023-07-20,Tech_357,Landing gear,24023.24
1889,1777,2012-05-24,Tech_500,Landing gear,28227.03
1890,2552,2010-01-17,Tech_329,Routine,22734.56
1891,259,2022-04-24,Tech_263,Engine check,19364.96
1892,2878,2017-12-08,Tech_179,Routine,2644.97
1893,1209,2023-11-01,Tech_46,Landing gear,3394.7
1894,2810,2021-10-26,Tech_274,Landing gear,5966.76
1895,919,2010-12-17,Tech_465,Landing gear,32499.58
1896,723,2010-04-25,Tech_95,Avionics upgrade,49000.08
1897,554,2021-07-19,Tech_375,Engine check,10303.78
1898,249,2014-06-22,Tech_105,Engine check,7998.21
1899,2983,2015-04-17,Tech_345,Routine,26243.79
1900,1020,2024-05-08,Tech_58,Landing gear,40662.96
1901,1013,2020-10-05,Tech_45,Avionics upgrade,22357.51
1902,1749,2020-08-20,Tech_128,Landing gear,14246.15
1903,1353,2019-07-30,Tech_465,Avionics upgrade,47368.38
1904,2960,2018-03-08,Tech_214,Landing gear,27168.45
1905,411,2022-02-22,Tech_331,Engine check,43049.39
1906,736,2016-06-09,Tech_212,Routine,3423.58
1907,842,2013-09-04,Tech_115,Engine check,49603.76
1908,2511,2020-07-27,Tech_116,Routine,15049.31
1909,1996,2017-03-28,Tech_480,Avionics upgrade,35618.85
1910,1274,2012-01-03,Tech_491,Landing gear,24392.31
1911,176,2014-10-19,Tech_61,Landing gear,11046.91
1912,327,2012-01-27,Tech_310,Landing gear,47015.99
1913,744,2017-07-14,Tech_451,Routine,33638.9
1914,1439,2010-04-08,Tech_299,Routine,6047.06
1915,1924,2018-06-26,Tech_216,Engine check,20281.72
1916,2824,2010-06-23,Tech_450,Avionics upgrade,14194.65
1917,118,2011-08-31,Tech_310,Avionics upgrade,40115.62
1918,385,2017-04-12,Tech_235,Routine,38538.61
1919,2193,2023-11-16,Tech_71,Avionics upgrade,29180.14
1920,838,2012-01-12,Tech_336,Landing gear,30558.9
1921,1466,2020-01-20,Tech_85,Landing gear,28503.94
1922,2328,2016-11-01,Tech_391,Avionics upgrade,26573.74
1923,2061,2019-06-21,Tech_129,Engine check,14501.57
1924,2769,2022-05-05,Tech_471,Routine,24491.66
1925,378,2013-04-07,Tech_61,Landing gear,16952.57
1926,176,2014-12-01,Tech_497,Routine,14704.89
1927,1771,2011-06-21,Tech_426,Landing gear,7122.54
1928,809,2015-02-17,Tech_346,Engine check,42992.52
1929,2766,2018-06-26,Tech_313,Routine,29120.8
1930,1281,2023-09-03,Tech_294,Routine,15316.44
1931,1653,2015-11-15,Tech_481,Avionics upgrade,11718.79
1932,1694,2021-02-02,Tech_418,Routine,17512.4
1933,2447,2011-09-04,Tech_226,Routine,26080.59
1934,2222,2018-04-24,Tech_430,Routine,38227.66
1935,2810,2023-02-12,Tech_475,Engine check,31188.42
1936,762,2010-07-26,Tech_97,Engine check,12567.15
1937,1442,2017-12-27,Tech_363,Routine,36421.98
1938,2044,2018-11-21,Tech_45,Avionics upgrade,21936.88
1939,241,2012-08-01,Tech_291,Routine,10146.88
1940,1890,2017-06-23,Tech_189,Avionics upgrade,5373.24
1941,889,2016-02-28,Tech_349,Avionics upgrade,24907.61
1942,1003,2019-03-28,Tech_361,Engine check,43788.55
1943,2217,2021-07-21,Tech_108,Landing gear,14523.3
1944,1950,2016-08-31,Tech_210,Avionics upgrade,44250.65
1945,1708,2021-12-03,Tech_2,Routine,10867.24
1946,2240,2016-02-20,Tech_190,Engine check,28674.91
1947,803,2019-04-27,Tech_299,Landing gear,45223.55
1948,2073,2018-06-01,Tech_98,Landing gear,30431.98
1949,2497,2016-04-04,Tech_252,Engine check,5536.08
1950,2046,2019-12-23,Tech_107,Engine check,8651.73
1951,1941,2024-07-08,Tech_71,Routine,33143.96
1952,574,2014-09-29,Tech_54,Landing gear,3799.13
1953,259,2014-06-24,Tech_119,Engine check,28162.7
1954,541,2015-10-30,Tech_227,Engine check,13863.02
1955,1193,2020-12-26,Tech_476,Avionics upgrade,6725.8
1956,1601,2024-01-14,Tech_257,Engine check,35892.05
1957,2400,2019-07-29,Tech_436,Avionics upgrade,40437.32
1958,477,2015-04-24,Tech_193,Engine check,5722.78
1959,729,2017-11-25,Tech_285,Landing gear,44338.25
1960,480,2021-10-25,Tech_90,Engine check,20518.0
1961,2338,2015-07-01,Tech_138,Engine check,6986.7
1962,2292,2024-08-19,Tech_323,Routine,7009.53
1963,2184,2013-01-29,Tech_353,Engine check,33975.1
1964,1717,2016-05-05,Tech_198,Avionics upgrade,12201.91
1965,1987,2022-01-02,Tech_210,Landing gear,43816.36
1966,2767,2014-06-22,Tech_227,Engine check,42498.5
1967,152,2019-03-24,Tech_258,Engine check,43431.14
1968,767,2010-06-17,Tech_330,Engine check,44262.56
1969,651,2016-07-30,Tech_42,Landing gear,40688.25
1970,798,2023-06-08,Tech_417,Routine,28957.35
1971,2706,2017-02-13,Tech_279,Routine,6135.17
1972,1750,2022-05-11,Tech_326,Engine check,38703.2
1973,1193,2021-05-12,Tech_148,Routine,40627.22
1974,1045,2020-06-07,Tech_133,Routine,17975.77
1975,2635,2021-12-19,Tech_26,Landing gear,8495.53
1976,1418,2014-01-06,Tech_497,Engine check,44014.69
1977,2568,2022-11-22,Tech_55,Landing gear,26800.53
1978,241,2021-07-19,Tech_146,Landing gear,7807.37
1979,2625,2012-04-29,Tech_115,Routine,2820.17
1980,1704,2020-11-18,Tech_467,Landing gear,16811.04
1981,3,2021-03-09,Tech_249,Engine check,5383.9
1982,2141,2016-11-28,Tech_299,Avionics upgrade,48507.82
1983,1672,2024-03-30,Tech_351,Routine,40504.97
1984,1189,2015-08-30,Tech_300,Landing gear,15001.62
1985,320,2015-07-22,Tech_326,Routine,49717.18
1986,1436,2015-11-15,Tech_395,Avionics upgrade,8429.1
1987,1168,2016-12-16,Tech_212,Engine check,11875.15
1988,2246,2015-06-24,Tech_367,Engine check,43879.68
1989,2401,2024-01-26,Tech_483,Avionics upgrade,2603.37
1990,2579,2020-06-09,Tech_88,Routine,11167.0
1991,1845,2014-05-23,Tech_463,Routine,22299.64
1992,2287,2018-07-23,Tech_205,Landing gear,28236.89
1993,2572,2016-11-15,Tech_178,Avionics upgrade,8723.01
1994,969,2012-07-15,Tech_243,Routine,47796.48
1995,257,2015-09-11,Tech_176,Routine,9732.25
1996,979,2020-04-19,Tech_493,Landing gear,33731.96
1997,2031,2017-11-19,Tech_426,Landing gear,9892.68
1998,1757,2012-12-27,Tech_256,Landing gear,28868.11
1999,678,2014-09-05,Tech_170,Landing gear,6717.65
2000,209,2010-08-04,Tech_141,Landing gear,4326.81
2001,240,2023-07-10,Tech_412,Routine,14308.25
2002,1214,2015-01-20,Tech_172,Routine,45316.28
2003,946,2010-06-24,Tech_9,Avionics upgrade,3846.62
2004,1243,2019-04-04,Tech_102,Landing gear,18535.94
2005,2314,2010-01-29,Tech_131,Engine check,18999.38
2006,2196,2018-05-25,Tech_123,Landing gear,7715.24
2007,213,2024-11-25,Tech_456,Avionics upgrade,26406.51
2008,415,2011-08-05,Tech_360,Landing gear,46208.74
2009,1517,2016-12-27,Tech_412,Engine check,16596.07
2010,2403,2023-07-15,Tech_391,Avionics upgrade,25746.5
2011,2121,2016-07-12,Tech_444,Routine,42992.22
2012,2441,2012-03-23,Tech_398,Landing gear,17379.27
2013,942,2012-07-21,Tech_177,Engine check,36335.64
2014,483,2023-07-11,Tech_447,Landing gear,6791.42
2015,172,2013-11-10,Tech_127,Routine,37654.48
2016,2389,2023-03-10,Tech_169,Landing gear,9325.4
2017,651,2012-03-09,Tech_293,Routine,4854.59
2018,476,2015-01-22,Tech_442,Avionics upgrade,5764.0
2019,1977,2015-04-11,Tech_89,Routine,13275.97
2020,2862,2017-10-30,Tech_416,Landing gear,48448.47
2021,2134,2023-10-01,Tech_253,Engine check,37658.68
2022,1154,2018-07-25,Tech_89,Engine check,44783.9
2023,273,2014-12-01,Tech_483,Routine,44433.1
2024,2447,2013-10-15,Tech_372,Avionics upgrade,27674.0
2025,286,2016-12-27,Tech_274,Avionics upgrade,24187.87
2026,1905,2017-06-25,Tech_246,Landing gear,7702.9
2027,2863,2017-11-14,Tech_264,Routine,25588.88
2028,2520,2023-06-13,Tech_217,Landing gear,37507.44
2029,2830,2017-07-02,Tech_72,Engine check,41200.23
2030,1981,2016-08-15,Tech_287,Landing gear,17543.55
2031,218,2022-03-10,Tech_98,Landing gear,5653.52
2032,2088,2022-01-17,Tech_242,Routine,24801.0
2033,1742,2017-03-28,Tech_231,Engine check,26650.98
2034,721,2024-03-24,Tech_336,Engine check,33500.11
2035,1904,2019-11-01,Tech_153,Landing gear,19512.68
2036,443,2016-07-03,Tech_32,Landing gear,21523.89
2037,2423,2016-11-23,Tech_407,Avionics upgrade,41782.32
2038,1235,2013-03-20,Tech_55,Routine,26641.27
2039,2057,2010-02-03,Tech_236,Landing gear,5795.8
2040,1332,2018-02-07,Tech_284,Engine check,11931.98
2041,2455,2011-08-29,Tech_371,Avionics upgrade,10349.58
2042,2264,2020-06-05,Tech_498,Landing gear,4829.92
2043,2590,2021-11-01,Tech_2,Routine,32923.73
2044,2397,2024-10-12,Tech_323,Avionics upgrade,20885.26
2045,2752,2019-10-01,Tech_45,Landing gear,23701.19
2046,585,2021-01-25,Tech_58,Engine check,46451.22
2047,2444,2017-07-02,Tech_155,Landing gear,24139.14
2048,1041,2011-04-01,Tech_157,Engine check,23818.46
2049,408,2019-03-17,Tech_352,Engine check,18372.77
2050,328,2021-01-20,Tech_57,Avionics upgrade,45170.42
2051,1843,2013-05-11,Tech_55,Avionics upgrade,43893.72
2052,654,2013-08-07,Tech_234,Engine check,35091.06
2053,2228,2011-03-07,Tech_370,Engine check,39464.57
2054,2947,2022-04-14,Tech_433,Avionics upgrade,46126.63
2055,2535,2016-06-25,Tech_23,Engine check,24554.63
2056,2724,2011-02-08,Tech_447,Avionics upgrade,14031.63
2057,1389,2023-09-13,Tech_37,Landing gear,47016.01
2058,1223,2014-08-13,Tech_131,Engine check,11904.21
2059,661,2021-05-08,Tech_123,Avionics upgrade,23684.62
2060,766,2024-03-15,Tech_286,Routine,13221.13
2061,2810,2016-03-10,Tech_181,Landing gear,4569.3
2062,1892,2017-03-23,Tech_148,Engine check,40073.47
2063,1730,2010-01-10,Tech_121,Engine check,41697.6
2064,2276,2022-01-18,Tech_218,Landing gear,24544.11
2065,2363,2022-02-01,Tech_27,Landing gear,24179.55
2066,1422,2021-08-09,Tech_388,Routine,36935.9
2067,111,2015-10-16,Tech_221,Routine,43856.69
2068,1808,2023-04-01,Tech_78,Landing gear,14283.45
2069,2772,2017-08-31,Tech_407,Routine,36314.83
2070,1941,2021-08-26,Tech_401,Routine,4823.56
2071,2028,2011-06-21,Tech_230,Engine check,29687.01
2072,172,2016-02-01,Tech_196,Engine check,22467.73
2073,1832,2019-04-28,Tech_182,Routine,22226.7
2074,352,2016-07-29,Tech_58,Routine,44969.34
2075,2012,2013-06-13,Tech_153,Avionics upgrade,11262.63
2076,1655,2012-08-29,Tech_253,Engine check,20165.57
2077,855,2015-10-01,Tech_111,Avionics upgrade,5035.4
2078,2674,2019-11-14,Tech_232,Landing gear,41740.54
2079,1413,2012-09-09,Tech_460,Routine,49779.54
2080,2595,2017-07-25,Tech_27,Landing gear,42607.35
2081,2797,2018-10-14,Tech_405,Avionics upgrade,25250.78
2082,2663,2019-12-22,Tech_405,Avionics upgrade,42059.52
2083,913,2023-01-16,Tech_354,Routine,12386.38
2084,2841,2020-04-24,Tech_208,Engine check,37897.78
2085,2356,2010-07-15,Tech_133,Landing gear,30012.47
2086,27,2015-09-03,Tech_152,Routine,35376.8
2087,761,2020-11-08,Tech_473,Avionics upgrade,25153.69
2088,2304,2012-01-16,Tech_325,Avionics upgrade,17773.53
2089,1533,2016-04-21,Tech_485,Engine check,2488.51
2090,1349,2021-05-21,Tech_243,Landing gear,13574.03
2091,1760,2016-06-12,Tech_143,Avionics upgrade,2246.22
2092,1513,2019-10-16,Tech_285,Landing gear,31767.91
2093,24,2024-01-06,Tech_366,Routine,42943.1
2094,2154,2024-03-10,Tech_452,Landing gear,40841.19
2095,2905,2015-07-20,Tech_220,Engine check,31830.14
2096,2606,2022-05-26,Tech_405,Engine check,11171.93
2097,217,2022-04-14,Tech_27,Landing gear,34249.93
2098,1170,2014-09-23,Tech_371,Routine,6030.55
2099,1846,2018-05-29,Tech_132,Landing gear,18623.16
2100,2630,2011-07-13,Tech_423,Engine check,19453.84
2101,1863,2022-06-21,Tech_427,Avionics upgrade,18019.46
2102,2470,2015-06-03,Tech_306,Engine check,28676.57
2103,1911,2012-07-14,Tech_289,Landing gear,47804.74
2104,1569,2022-10-06,Tech_484,Avionics upgrade,39349.98
2105,2523,2023-02-11,Tech_191,Landing gear,28144.66
2106,759,2010-01-21,Tech_209,Engine check,6888.13
2107,141,2022-06-28,Tech_231,Landing gear,13444.19
2108,1665,2019-11-16,Tech_47,Landing gear,4176.75
2109,1496,2016-06-11,Tech_97,Landing gear,8276.47
2110,1122,2024-08-07,Tech_415,Avionics upgrade,31539.91
2111,2476,2013-07-01,Tech_150,Avionics upgrade,47379.98
2112,2443,2013-03-20,Tech_382,Avionics upgrade,46746.17
2113,1744,2013-03-05,Tech_398,Engine check,28725.94
2114,1808,2017-05-17,Tech_399,Routine,10321.99
2115,527,2016-04-26,Tech_420,Routine,44104.62
2116,2814,2023-10-12,Tech_188,Landing gear,29214.67
2117,945,2022-03-30,Tech_384,Routine,34775.92
2118,357,2014-02-03,Tech_120,Avionics upgrade,41389.8
2119,2846,2010-05-28,Tech_21,Avionics upgrade,35167.39
2120,386,2024-07-07,Tech_153,Routine,39255.13
2121,166,2011-04-14,Tech_331,Avionics upgrade,24021.22
2122,2253,2017-11-28,Tech_443,Routine,25983.67
2123,151,2010-11-15,Tech_438,Landing gear,45840.84
2124,1664,2015-04-24,Tech_257,Routine,33986.98
2125,1125,2015-10-04,Tech_415,Routine,48005.21
2126,2019,2019-04-28,Tech_100,Avionics upgrade,37244.8
2127,2587,2024-03-06,Tech_156,Landing gear,28160.11
2128,1151,2024-08-24,Tech_356,Engine check,40245.45
2129,1310,2017-01-26,Tech_395,Landing gear,8177.08
2130,596,2017-02-19,Tech_400,Routine,9877.49
2131,1233,2020-03-09,Tech_32,Landing gear,21360.54
2132,2704,2022-07-02,Tech_339,Routine,46608.86
2133,2931,2021-08-08,Tech_499,Routine,36754.85
2134,2250,2022-06-27,Tech_289,Avionics upgrade,25899.56
2135,2223,2015-09-13,Tech_214,Routine,25737.1
2136,1548,2017-04-14,Tech_76,Landing gear,37463.26
2137,2877,2018-02-17,Tech_87,Engine check,7515.95
2138,177,2024-11-29,Tech_73,Landing gear,43184.49
2139,1747,2013-12-14,Tech_145,Landing gear,20341.62
2140,1604,2018-02-20,Tech_229,Engine check,34196.31
2141,1477,2014-03-07,Tech_122,Landing gear,15487.75
2142,2855,2018-03-28,Tech_338,Landing gear,33298.03
2143,1980,2018-02-03,Tech_243,Landing gear,19997.49
2144,1350,2023-07-19,Tech_53,Routine,47712.6
2145,151,2019-07-23,Tech_81,Engine check,16429.07
2146,412,2011-12-07,Tech_374,Routine,42744.45
2147,798,2015-08-07,Tech_479,Avionics upgrade,27644.25
2148,2841,2023-03-22,Tech_154,Routine,30062.2
2149,2327,2023-01-17,Tech_377,Routine,10232.81
2150,849,2014-06-12,Tech_197,Engine check,31436.12
2151,2916,2017-08-20,Tech_78,Landing gear,7946.1
2152,564,2010-07-01,Tech_53,Engine check,26079.6
2153,978,2023-08-02,Tech_251,Routine,20309.9
2154,2470,2019-02-15,Tech_186,Engine check,43422.94
2155,1347,2010-02-07,Tech_341,Avionics upgrade,35163.18
2156,1092,2013-11-04,Tech_125,Avionics upgrade,11935.56
2157,2763,2022-04-09,Tech_462,Landing gear,36075.66
2158,296,2020-04-15,Tech_494,Landing gear,26156.38
2159,1620,2022-07-31,Tech_451,Avionics upgrade,18001.09
2160,18,2022-10-21,Tech_309,Landing gear,26754.49
2161,1268,2024-02-27,Tech_472,Routine,28856.21
2162,207,2015-11-17,Tech_66,Avionics upgrade,3949.61
2163,482,2014-04-20,Tech_473,Engine check,25838.84
2164,2587,2013-03-21,Tech_476,Engine check,22115.12
2165,2511,2010-07-12,Tech_91,Engine check,23614.11
2166,1819,2023-08-03,Tech_180,Routine,4456.29
2167,2136,2011-12-12,Tech_206,Landing gear,30164.51
2168,1125,2017-01-18,Tech_388,Engine check,40712.63
2169,2643,2012-12-17,Tech_93,Avionics upgrade,16274.15
2170,2323,2017-02-19,Tech_101,Routine,18971.08
2171,1924,2016-06-01,Tech_204,Routine,46489.99
2172,1770,2021-05-30,Tech_82,Avionics upgrade,41898.35
2173,1653,2016-12-11,Tech_23,Landing gear,28593.48
2174,2370,2021-09-03,Tech_456,Avionics upgrade,2209.04
2175,1128,2020-10-25,Tech_117,Landing gear,38591.55
2176,997,2015-10-29,Tech_358,Engine check,5566.88
2177,1192,2020-05-31,Tech_2,Landing gear,16855.86
2178,926,2012-08-05,Tech_207,Avionics upgrade,18145.0
2179,52,2020-10-28,Tech_444,Avionics upgrade,6770.73
2180,1392,2011-11-12,Tech_90,Avionics upgrade,28452.13
2181,1243,2015-07-19,Tech_462,Engine check,4138.63
2182,1448,2012-12-19,Tech_472,Routine,18900.55
2183,169,2014-02-04,Tech_222,Engine check,36739.79
2184,35,2011-12-17,Tech_483,Avionics upgrade,14495.74
2185,2131,2011-11-24,Tech_306,Engine check,32830.04
2186,1885,2010-12-05,Tech_442,Landing gear,43880.24
2187,1395,2010-06-16,Tech_279,Avionics upgrade,35453.0
2188,2315,2023-12-23,Tech_192,Avionics upgrade,27321.13
2189,1011,2013-06-12,Tech_45,Engine check,14895.18
2190,1297,2016-06-10,Tech_238,Landing gear,33427.45
2191,1590,2011-09-04,Tech_350,Engine check,48882.06
2192,1038,2015-11-23,Tech_22,Avionics upgrade,3311.46
2193,473,2012-08-25,Tech_186,Engine check,37101.59
2194,527,2010-09-05,Tech_273,Engine check,28350.58
2195,460,2012-07-25,Tech_443,Routine,38625.41
2196,2603,2017-09-25,Tech_337,Landing gear,21911.4
2197,1321,2022-09-07,Tech_491,Avionics upgrade,25414.14
2198,1526,2024-03-02,Tech_422,Landing gear,34267.03
2199,2781,2014-10-25,Tech_487,Routine,24728.46
2200,1354,2018-07-27,Tech_287,Engine check,33421.41
2201,1118,2022-11-18,Tech_303,Avionics upgrade,30265.46
2202,2692,2019-10-26,Tech_323,Avionics upgrade,17292.14
2203,1467,2016-08-17,Tech_52,Avionics upgrade,10246.56
2204,820,2010-02-22,Tech_10,Landing gear,11202.95
2205,639,2021-06-14,Tech_254,Engine check,5857.85
2206,1149,2011-11-19,Tech_31,Routine,13066.1
2207,2807,2022-12-31,Tech_328,Avionics upgrade,31000.12
2208,559,2021-12-02,Tech_469,Avionics upgrade,40565.03
2209,1763,2018-12-29,Tech_451,Engine check,36568.97
2210,1250,2023-12-05,Tech_217,Landing gear,37771.96
2211,1521,2020-06-04,Tech_136,Landing gear,26190.34
2212,1325,2016-02-05,Tech_250,Engine check,41633.37
2213,2343,2016-12-31,Tech_157,Landing gear,12480.34
2214,1700,2017-04-14,Tech_407,Engine check,2131.54
2215,2381,2010-04-08,Tech_429,Avionics upgrade,44390.25
2216,1886,2014-08-15,Tech_40,Engine check,8644.46
2217,796,2013-09-13,Tech_256,Engine check,36824.84
2218,2044,2017-11-08,Tech_122,Landing gear,21873.98
2219,2610,2011-06-04,Tech_377,Engine check,41837.69
2220,1320,2024-04-19,Tech_157,Engine check,6644.22
2221,2590,2022-02-07,Tech_243,Avionics upgrade,28183.31
2222,638,2011-12-13,Tech_86,Avionics upgrade,5995.55
2223,946,2019-08-09,Tech_208,Landing gear,19150.17
2224,1632,2020-12-03,Tech_207,Avionics upgrade,13804.55
2225,2074,2013-05-09,Tech_474,Avionics upgrade,47630.62
2226,1784,2024-08-23,Tech_371,Avionics upgrade,43789.38
2227,286,2013-08-03,Tech_400,Engine check,5172.37
2228,2595,2020-05-17,Tech_231,Avionics upgrade,18561.75
2229,1939,2022-08-25,Tech_190,Engine check,33358.62
2230,1510,2012-01-23,Tech_224,Avionics upgrade,49745.93
2231,280,2022-06-20,Tech_225,Engine check,10868.6
2232,2929,2019-03-08,Tech_24,Avionics upgrade,48989.32
2233,2668,2019-03-31,Tech_137,Landing gear,36966.07
2234,1484,2024-09-04,Tech_159,Engine check,37075.42
2235,2922,2016-09-21,Tech_392,Landing gear,15465.56
2236,968,2023-04-27,Tech_297,Avionics upgrade,11072.7
2237,2644,2012-01-24,Tech_384,Avionics upgrade,12390.7
2238,77,2016-09-11,Tech_472,Routine,22903.77
2239,774,2010-02-16,Tech_118,Avionics upgrade,40524.66
2240,2086,2012-10-21,Tech_440,Landing gear,40188.46
2241,1212,2017-02-05,Tech_173,Avionics upgrade,34736.11
2242,1916,2019-06-03,Tech_101,Routine,1901.87
2243,827,2010-08-29,Tech_19,Landing gear,23687.39
2244,1452,2015-05-13,Tech_363,Avionics upgrade,45926.9
2245,253,2017-05-27,Tech_377,Avionics upgrade,2487.2
2246,661,2011-06-08,Tech_321,Engine check,34266.11
2247,2072,2020-08-10,Tech_64,Engine check,45745.46
2248,2484,2010-07-21,Tech_378,Landing gear,7218.03
2249,1596,2014-08-23,Tech_196,Avionics upgrade,22081.83
2250,326,2023-03-27,Tech_264,Engine check,8965.85
2251,2625,2023-12-08,Tech_467,Landing gear,13955.72
2252,2512,2023-12-30,Tech_95,Routine,25588.51
2253,717,2011-02-16,Tech_378,Engine check,39931.09
2254,2586,2016-04-06,Tech_21,Landing gear,27438.87
2255,1390,2015-10-25,Tech_55,Routine,2928.92
2256,115,2012-03-04,Tech_93,Landing gear,20891.44
2257,2740,2022-06-15,Tech_344,Routine,15950.03
2258,2271,2018-03-26,Tech_56,Avionics upgrade,8956.23
2259,404,2015-04-29,Tech_193,Routine,26967.01
2260,1410,2022-11-05,Tech_191,Avionics upgrade,36684.21
2261,2650,2023-11-29,Tech_308,Avionics upgrade,40460.25
2262,303,2018-04-16,Tech_26,Landing gear,13386.15
2263,320,2015-03-02,Tech_338,Avionics upgrade,41282.74
2264,1308,2011-03-23,Tech_383,Landing gear,31872.11
2265,1470,2019-06-01,Tech_132,Landing gear,49058.92
2266,2713,2014-08-08,Tech_322,Avionics upgrade,28928.35
2267,976,2011-11-03,Tech_408,Routine,10999.47
2268,1269,2017-01-12,Tech_169,Routine,9902.01
2269,545,2023-08-02,Tech_22,Engine check,41024.29
2270,623,2010-06-06,Tech_66,Engine check,23930.81
2271,1310,2013-09-10,Tech_163,Landing gear,31058.06
2272,2535,2024-11-14,Tech_216,Landing gear,44333.3
2273,334,2021-07-06,Tech_411,Engine check,1813.25
2274,682,2022-01-10,Tech_39,Avionics upgrade,26374.94
2275,1651,2024-03-11,Tech_371,Engine check,21264.27
2276,997,2011-09-17,Tech_199,Engine check,17171.6
2277,5,2012-02-23,Tech_151,Routine,20880.88
