Flight ID,Aircraft ID,Arrival Time,Airline ID
2518,1888,2017-10-07 02:48,8
2519,2902,2024-09-19 10:24,31
2520,817,2019-01-12 22:47,19
2521,1936,2012-01-16 11:36,8
2522,864,2015-04-19 10:13,35
2523,2127,2022-05-07 17:36,21
2524,2462,2011-08-11 08:08,2
2525,2422,2012-09-24 03:53,43
2526,112,2012-03-22 19:48,51
2527,12,2015-02-05 17:37,14
2528,2341,2014-09-16 21:44,52
2529,2627,2021-04-26 05:22,19
2530,1291,2015-04-06 07:33,14
2531,1541,2010-06-17 09:28,22
2532,2858,2023-09-04 17:15,8
2533,2062,2012-04-02 02:52,62
2534,1666,2024-02-07 05:00,47
2535,2564,2011-12-15 06:29,8
2536,1288,2023-11-02 09:32,8
2537,2111,2020-01-02 14:05,37
2538,529,2012-06-22 02:29,33
2539,1339,2020-08-05 12:39,8
2540,395,2017-01-04 09:28,38
2541,1246,2014-05-17 06:20,8
2542,1708,2010-06-30 19:33,1
2543,1484,2016-05-11 21:49,52
2544,872,2014-12-22 08:01,8
2545,636,2022-05-15 14:08,54
2546,303,2021-08-14 11:19,35
2547,2233,2020-08-01 18:12,8
2548,1187,2024-10-05 09:47,17
2549,1068,2022-09-21 13:41,1
2550,1799,2019-09-16 23:42,18
2551,1840,2012-09-05 19:07,40
2552,2136,2020-11-14 21:13,27
2553,149,2010-02-10 06:24,31
2554,489,2020-10-01 14:50,62
2555,183,2011-10-19 12:44,33
2556,2168,2023-12-05 03:17,8
2557,2389,2018-01-04 16:38,4
2558,2433,2021-09-04 17:20,1
2559,987,2011-12-04 04:17,44
2560,2730,2012-07-04 15:55,49
2561,2954,2023-08-29 09:19,30
2562,2904,2014-10-23 18:49,8
2563,504,2021-11-25 02:51,26
2564,2010,2024-11-06 08:02,11
2565,1345,2016-10-11 12:51,8
2566,900,2012-10-06 03:12,51
2567,1538,2018-08-12 06:42,1
2568,947,2010-05-09 23:51,34
2569,1847,2020-10-11 08:53,24
2570,457,2017-06-21 05:38,50
2571,2834,2022-07-08 04:10,8
2572,1985,2016-11-03 09:18,48
2573,1654,2014-03-29 18:00,9
2574,2330,2013-04-18 18:59,43
2575,358,2017-04-25 18:45,8
2576,1418,2014-10-31 07:54,8
2577,2537,2019-08-24 22:50,11
2578,2286,2019-03-02 13:32,42
2579,1446,2020-08-05 16:43,1
2580,2132,2012-03-20 01:20,38
2581,1249,2020-03-02 22:06,21
2582,102,2023-08-15 22:17,12
2583,2700,2022-04-07 08:59,8
2584,2902,2019-05-02 22:11,8
2585,421,2024-05-19 07:46,28
2586,2320,2016-05-19 04:10,12
2587,123,2015-11-04 10:02,14
2588,2358,2010-04-13 20:48,2
2589,1990,2023-08-30 18:57,11
2590,958,2017-01-01 01:59,31
2591,573,2022-07-10 11:25,16
2592,2641,2024-08-27 08:04,19
2593,2075,2010-09-04 04:16,14
2594,1036,2024-08-08 00:10,63
2595,895,2015-05-13 01:28,46
2596,1360,2019-05-22 23:24,8
2597,1246,2017-11-02 20:30,18
2598,2462,2023-09-26 16:50,26
2599,2458,2016-07-01 02:34,17
2600,2784,2024-03-08 18:00,11
2601,772,2020-03-01 18:17,1
2602,996,2021-10-25 11:32,19
2603,2332,2018-05-15 01:03,1
2604,1138,2010-01-20 15:23,2
2605,2211,2023-10-02 21:05,17
2606,2584,2020-04-10 02:34,7
2607,185,2020-02-27 07:14,57
2608,464,2015-01-18 07:20,55
2609,2667,2018-05-27 16:48,2
2610,1401,2016-06-08 21:14,46
2611,2414,2013-11-22 11:12,8
2612,1614,2024-12-12 15:14,55
2613,737,2019-05-08 06:33,62
2614,979,2023-02-20 11:16,9
2615,1041,2010-12-02 09:54,1
2616,2104,2013-12-07 21:16,41
2617,1170,2022-12-24 02:45,65
2618,839,2022-01-01 17:07,60
2619,217,2021-02-23 14:41,10
2620,2157,2012-06-17 00:44,10
2621,258,2011-01-27 15:24,62
2622,2285,2014-08-30 00:24,30
2623,826,2017-04-12 05:59,43
2624,2796,2012-01-17 01:34,8
2625,1471,2018-07-03 01:03,12
2626,84,2018-09-29 07:09,8
2627,699,2022-08-19 19:46,8
2628,2530,2011-02-10 14:04,19
2629,773,2016-11-30 12:57,21
2630,2010,2020-04-05 14:26,20
2631,2001,2021-02-14 15:39,8
2632,456,2017-12-03 11:46,64
2633,1467,2020-02-12 08:32,8
2634,1034,2012-10-27 20:35,18
2635,1134,2010-09-27 11:42,8
2636,814,2019-08-29 05:05,8
2637,2599,2022-09-02 01:28,56
2638,791,2010-10-28 22:05,8
2639,470,2020-11-08 19:56,1
2640,2119,2019-04-24 07:36,11
2641,862,2018-02-14 00:14,15
2642,24,2015-05-10 03:44,19
2643,2810,2022-10-10 18:35,3
2644,307,2020-10-30 17:33,32
2645,2616,2022-10-26 07:43,1
2646,2525,2020-06-27 18:22,16
2647,1157,2013-04-10 16:37,1
2648,523,2010-10-19 18:16,8
2649,521,2022-01-29 10:16,24
2650,65,2024-03-08 20:32,54
2651,1324,2016-02-05 14:36,53
2652,1166,2015-11-20 18:00,43
2653,832,2016-09-16 02:17,8
2654,278,2011-09-27 08:52,62
2655,1655,2022-08-29 21:21,2
2656,2270,2011-04-14 01:50,8
2657,1927,2019-08-20 03:45,25
2658,78,2011-11-09 11:05,54
2659,1395,2024-11-21 07:57,8
2660,2831,2011-10-19 14:00,28
2661,1114,2018-12-01 08:52,11
2662,771,2020-02-17 05:57,66
2663,187,2021-11-14 20:37,21
2664,2771,2015-03-29 03:16,2
2665,271,2016-09-27 17:53,8
2666,257,2020-10-18 08:55,43
2667,355,2020-01-07 00:28,13
2668,724,2022-11-10 09:34,1
2669,1173,2013-08-14 19:23,43
2670,200,2024-09-29 18:42,52
2671,843,2016-07-03 07:30,11
2672,868,2019-02-17 09:13,8
2673,1327,2015-05-28 02:28,8
2674,1557,2020-12-31 01:12,25
2675,2075,2020-03-26 00:39,8
2676,1983,2016-07-30 09:25,19
2677,1390,2013-04-21 13:21,8
2678,2072,2024-07-14 15:51,42
2679,1715,2020-12-11 02:05,11
2680,317,2017-07-08 14:34,14
2681,2962,2021-06-08 21:14,58
2682,154,2014-12-19 13:38,1
2683,132,2015-04-07 13:15,43
2684,2696,2013-01-19 00:24,57
2685,2749,2013-02-10 01:57,27
2686,2049,2014-05-01 20:59,29
2687,1214,2014-07-13 08:44,8
2688,2021,2012-10-04 11:10,20
2689,169,2012-05-19 06:31,15
2690,2758,2010-07-24 12:46,48
2691,22,2024-04-19 16:33,35
2692,2383,2016-07-25 23:31,9
2693,843,2021-09-07 16:08,34
2694,1182,2020-02-04 04:48,35
2695,1747,2013-08-01 20:39,8
2696,1234,2015-07-29 08:34,8
2697,352,2015-06-26 23:06,8
2698,867,2020-07-27 20:58,22
2699,1876,2019-05-03 03:19,48
2700,1130,2011-08-28 09:30,2
2701,646,2014-11-08 08:15,15
2702,792,2012-09-03 15:41,65
2703,1260,2016-07-19 13:07,8
2704,1099,2011-01-08 11:03,11
2705,1910,2023-07-11 11:25,8
2706,1686,2016-07-01 22:10,14
2707,2486,2014-05-15 10:35,15
2708,1853,2023-05-31 01:58,8
2709,593,2013-02-14 13:17,19
2710,2659,2023-02-15 12:49,34
2711,1645,2013-05-31 07:55,7
2712,2423,2020-01-02 03:29,8
2713,1479,2010-02-12 15:35,13
2714,1763,2010-08-26 20:31,13
2715,1608,2014-09-10 20:42,19
2716,2538,2017-04-12 21:36,26
2717,2205,2021-06-29 13:21,28
2718,1516,2014-11-29 16:29,37
2719,837,2015-11-02 11:36,33
2720,2670,2024-01-08 06:38,41
2721,1047,2010-11-12 13:24,14
2722,2705,2013-04-16 08:39,19
2723,1621,2011-01-13 14:52,8
2724,952,2023-12-24 19:15,62
2725,2754,2022-10-05 12:04,33
2726,2426,2017-07-21 15:41,8
2727,2882,2014-03-10 16:05,11
2728,2985,2010-04-14 15:12,2
2729,488,2018-02-14 07:37,43
2730,2993,2020-05-06 11:16,55
2731,244,2011-09-15 21:40,1
2732,13,2024-10-15 10:52,11
2733,2924,2023-02-18 06:09,2
2734,472,2013-10-25 11:19,28
2735,2640,2014-08-07 19:08,20
2736,393,2016-03-10 16:47,8
2737,102,2017-02-14 01:36,25
2738,1756,2020-02-02 17:33,9
2739,299,2017-05-20 02:35,43
2740,2508,2019-01-14 16:44,20
2741,2010,2012-11-11 20:10,8
2742,1018,2017-03-24 15:53,8
2743,2075,2013-04-07 15:33,1
2744,561,2023-12-30 03:49,8
2745,380,2011-06-06 00:12,16
2746,608,2018-08-08 22:46,1
2747,2139,2011-12-13 18:26,46
2748,597,2018-09-19 22:50,8
2749,1897,2023-11-07 14:50,8
2750,1792,2011-05-30 03:08,38
2751,2833,2014-05-23 20:10,25
2752,1677,2019-09-20 18:00,11
2753,2730,2013-11-11 10:15,48
2754,2391,2016-05-28 14:24,31
2755,869,2011-01-01 16:38,8
2756,1218,2024-02-06 15:49,31
2757,516,2021-10-06 13:46,14
2758,1495,2022-09-07 13:03,48
2759,1003,2018-07-26 16:44,11
2760,1572,2022-05-26 11:53,8
2761,2492,2023-10-12 15:39,62
2762,142,2015-12-28 19:52,2
2763,600,2010-09-12 22:58,8
2764,1321,2018-12-27 00:37,8
2765,2161,2018-05-22 00:26,29
2766,1668,2019-12-04 06:58,43
2767,2644,2015-02-28 22:41,12
2768,1603,2011-11-07 03:54,2
2769,612,2013-10-08 14:30,8
2770,609,2014-10-08 03:24,43
2771,1940,2017-07-01 20:09,22
2772,2288,2019-12-21 10:21,25
2773,2734,2019-11-19 19:13,55
2774,1934,2013-09-06 12:56,11
2775,1940,2019-12-25 05:17,15
2776,885,2019-02-27 02:25,8
2777,2204,2023-12-18 18:47,8
2778,1999,2012-12-08 10:15,8
2779,2620,2016-08-25 04:10,8
2780,1773,2018-06-02 03:41,19
2781,2837,2020-11-04 07:17,11
2782,2568,2020-10-10 17:58,61
2783,304,2016-05-13 21:16,56
2784,1285,2022-06-28 16:41,8
2785,1731,2012-11-15 21:42,8
2786,2461,2010-07-01 09:19,41
2787,284,2013-01-08 16:35,8
2788,154,2023-07-28 13:05,35
2789,464,2011-06-27 16:32,48
2790,1068,2010-12-18 19:04,11
2791,792,2013-11-08 08:59,8
2792,997,2017-10-23 23:05,21
2793,2508,2024-02-28 07:24,52
2794,1240,2024-09-01 17:19,60
2795,852,2019-12-12 06:30,9
2796,1353,2011-07-29 05:51,1
2797,1483,2013-07-24 19:13,11
2798,867,2011-09-26 09:21,1
2799,2200,2017-07-19 18:19,12
2800,2268,2020-10-03 09:14,1
2801,456,2017-09-07 06:47,58
2802,2396,2023-01-09 08:43,26
2803,995,2017-03-29 04:58,54
2804,1470,2014-01-21 08:57,27
2805,1293,2011-02-11 05:28,1
2806,2652,2017-09-14 20:04,8
2807,1320,2018-12-10 00:49,1
2808,1278,2024-06-11 15:29,10
2809,1050,2021-11-01 17:11,8
2810,1064,2019-10-24 06:04,56
2811,2524,2010-07-25 04:00,30
2812,2520,2015-06-19 11:29,17
2813,1855,2011-03-08 23:11,8
2814,1446,2013-05-05 20:21,15
2815,2800,2013-12-02 18:03,8
2816,696,2013-02-16 16:45,18
2817,1148,2010-11-02 22:30,24
2818,1556,2021-11-22 21:31,62
2819,1933,2012-03-10 18:20,14
2820,1059,2010-01-28 20:21,8
2821,1879,2016-01-24 21:15,18
2822,2938,2017-03-25 01:12,60
2823,2961,2014-11-02 04:26,17
2824,2832,2023-05-14 11:57,8
2825,542,2012-01-01 15:43,52
2826,2548,2014-10-22 08:18,27
2827,62,2012-12-09 03:29,44
2828,1111,2011-01-02 00:10,42
2829,2711,2024-12-15 08:52,21
2830,2958,2012-06-08 08:02,14
2831,1782,2016-03-18 14:11,30
2832,470,2018-06-30 03:30,32
2833,494,2016-08-09 03:10,49
2834,705,2014-01-07 16:32,57
2835,2855,2011-07-18 10:04,3
2836,1489,2018-03-10 15:36,29
2837,596,2023-10-01 01:11,17
2838,2746,2016-07-03 03:21,11
2839,2711,2011-05-18 03:20,8
2840,892,2015-01-20 09:44,8
2841,1827,2014-07-15 10:52,4
2842,1414,2015-11-28 19:00,52
2843,1619,2018-06-01 15:33,53
2844,423,2018-02-02 08:16,64
2845,1473,2015-09-27 12:35,10
2846,1559,2013-02-18 22:25,42
2847,1017,2020-04-11 09:59,49
2848,2292,2016-02-20 10:51,24
2849,2709,2014-05-26 01:53,1
2850,937,2017-09-03 14:05,17
2851,851,2022-08-14 02:18,1
2852,551,2017-11-25 01:47,1
2853,979,2013-12-19 11:22,19
2854,713,2023-04-22 05:48,46
2855,887,2013-02-09 02:46,8
2856,972,2019-04-17 11:42,35
2857,646,2022-05-24 20:54,43
2858,1041,2014-12-25 15:56,11
2859,1090,2016-09-16 06:33,43
2860,2372,2024-09-16 09:23,8
2861,2374,2021-01-14 22:05,2
2862,2811,2022-12-21 06:55,3
2863,2463,2019-04-24 05:00,8
2864,1388,2016-07-28 21:31,14
2865,788,2011-07-02 23:32,51
2866,790,2022-01-08 17:50,8
2867,1968,2016-01-08 12:59,9
2868,2851,2012-08-09 08:16,11
2869,911,2021-10-12 21:43,1
2870,1608,2021-07-17 06:23,58
2871,2150,2016-11-18 06:16,8
2872,1743,2018-07-11 09:51,62
2873,2695,2022-07-17 01:31,20
2874,2628,2013-12-13 16:00,1
2875,1847,2011-11-07 07:48,18
2876,621,2022-03-29 10:22,2
2877,643,2019-06-05 01:13,22
2878,298,2011-11-18 19:35,8
2879,1834,2014-10-26 05:15,43
2880,1,2023-05-06 03:35,8
2881,834,2016-07-03 02:55,30
2882,504,2018-07-30 10:30,7
2883,811,2015-01-05 15:46,24
2884,2669,2010-03-13 17:44,12
2885,1994,2019-07-24 01:13,15
2886,844,2023-05-05 03:40,1
2887,2267,2013-02-19 10:08,49
2888,1718,2017-02-04 07:30,53
2889,1210,2022-04-13 18:57,22
2890,15,2013-05-30 15:20,8
2891,1846,2022-06-08 03:04,11
2892,664,2012-01-24 07:41,55
2893,1788,2017-03-03 22:52,56
2894,750,2016-01-22 19:59,8
2895,1014,2011-06-07 03:57,48
2896,2310,2021-04-29 02:52,3
2897,1416,2018-07-19 18:12,14
2898,864,2014-05-14 23:41,43
2899,1488,2021-11-10 20:48,37
2900,1513,2024-07-01 09:02,1
2901,1825,2021-10-08 07:21,8
2902,1288,2011-10-05 21:27,20
2903,2856,2017-06-23 15:26,44
2904,2035,2022-11-03 15:31,19
2905,858,2018-11-14 10:14,34
2906,328,2015-12-23 12:55,2
2907,248,2015-09-20 21:27,1
2908,2487,2014-02-23 18:54,34
2909,33,2015-09-25 23:41,1
2910,2434,2016-01-25 00:22,8
2911,11,2020-07-14 10:07,11
2912,2301,2014-12-27 00:10,49
2913,2990,2014-02-05 21:31,11
2914,2481,2018-02-03 00:26,12
2915,20,2014-12-20 01:29,24
2916,118,2011-03-11 16:28,31
2917,1450,2017-08-01 23:19,1
2918,1239,2016-07-07 11:14,26
2919,889,2022-09-27 08:44,8
2920,929,2023-05-13 13:27,11
2921,1118,2024-12-02 12:11,43
2922,1247,2013-12-22 10:00,17
2923,2295,2013-09-06 14:54,8
2924,1189,2024-09-07 19:36,48
2925,937,2016-09-22 20:05,46
2926,665,2021-09-05 12:05,60
2927,1506,2015-05-11 08:59,11
2928,943,2022-11-17 02:27,9
2929,1975,2021-06-15 14:33,1
2930,668,2011-05-28 20:18,31
2931,1723,2018-06-06 12:55,52
2932,1791,2012-07-06 06:10,16
2933,1038,2020-07-11 21:57,41
2934,2321,2016-06-19 08:29,8
2935,1245,2013-09-10 18:21,8
2936,1417,2018-10-19 15:56,46
2937,1814,2016-04-10 13:46,19
2938,2150,2024-10-06 18:00,14
2939,2173,2010-09-12 06:56,18
2940,1476,2019-05-06 14:31,2
2941,235,2015-09-08 00:44,8
2942,2603,2024-12-21 14:12,52
2943,1181,2010-03-03 02:06,4
2944,955,2024-03-04 01:35,8
2945,2128,2017-04-30 00:24,19
2946,2708,2016-04-01 08:37,15
2947,1694,2021-05-17 11:43,26
2948,2385,2022-12-10 04:15,11
2949,2027,2014-12-16 23:22,8
2950,2821,2023-01-11 07:40,12
2951,1691,2019-01-30 13:40,27
2952,2372,2017-10-20 16:04,9
2953,224,2017-02-18 08:55,8
2954,294,2017-10-26 11:59,15
2955,189,2019-04-02 21:17,11
2956,2089,2018-11-14 16:17,29
2957,469,2015-09-24 08:15,43
2958,1463,2014-06-09 12:23,19
2959,2451,2013-06-20 14:59,52
2960,1821,2011-07-21 15:08,17
2961,2204,2018-03-10 14:50,8
2962,67,2010-12-25 09:58,48
2963,1079,2021-04-15 07:54,8
2964,2194,2017-06-01 05:37,1
2965,1449,2011-08-15 06:56,13
2966,2974,2015-10-31 03:14,20
2967,2732,2019-06-05 14:32,30
2968,2243,2010-07-17 03:05,8
2969,2826,2014-10-21 07:53,2
2970,2900,2023-03-30 06:16,8
2971,213,2020-07-09 10:44,8
2972,2586,2012-11-23 17:46,1
2973,2892,2010-06-14 00:03,8
2974,627,2016-06-19 14:09,8
2975,1189,2021-08-19 20:01,8
2976,1434,2012-03-31 07:16,56
2977,490,2022-01-20 07:05,14
2978,506,2012-02-16 09:04,21
2979,466,2017-05-02 01:08,8
2980,2651,2020-09-20 03:19,8
2981,2578,2021-12-28 01:21,55
2982,2884,2017-01-09 19:44,52
2983,1679,2017-03-21 21:36,8
2984,2320,2011-02-12 01:49,33
2985,1093,2013-05-27 00:27,42
2986,2441,2015-01-03 06:51,8
2987,407,2013-04-29 04:15,2
2988,2803,2021-01-11 08:11,9
2989,2136,2017-10-31 14:58,14
2990,1264,2022-06-01 01:49,41
2991,919,2021-05-08 03:39,51
2992,1061,2013-05-26 23:25,62
2993,2928,2012-07-15 05:15,8
2994,1762,2024-04-15 15:24,43
2995,2755,2010-07-19 23:38,14
2996,1577,2017-02-09 18:09,2
2997,2285,2023-06-16 16:59,8
2998,487,2019-04-18 11:48,38
2999,136,2012-10-05 18:50,43
3000,2420,2014-03-19 10:58,12
3001,1780,2020-01-25 04:42,8
3002,2135,2012-04-04 18:46,29
3003,869,2019-09-25 21:12,32
3004,2635,2011-02-10 16:36,14
3005,1552,2012-10-14 11:49,17
3006,404,2019-01-01 15:44,62
3007,281,2010-06-28 11:32,8
3008,312,2016-08-31 07:02,14
3009,117,2021-12-21 08:19,27
3010,2684,2010-07-24 13:12,28
3011,1578,2012-01-02 20:23,8
3012,352,2020-10-19 14:41,8
3013,2311,2024-12-21 02:23,14
3014,2722,2023-10-30 10:07,64
3015,2610,2023-09-12 06:07,8
3016,1335,2021-10-14 17:27,35
3017,258,2022-07-12 14:39,1
3018,2413,2018-05-24 03:51,11
3019,2372,2015-07-09 10:05,33
3020,1187,2022-12-01 22:31,57
3021,1628,2011-09-04 13:25,10
3022,1563,2021-07-06 18:43,11
3023,2037,2010-02-04 06:36,43
3024,919,2015-05-06 23:09,15
3025,1214,2013-11-16 02:44,11
3026,2204,2024-01-26 03:12,35
3027,1524,2016-05-11 12:44,3
3028,1471,2014-08-21 19:08,1
3029,832,2018-07-15 08:37,21
3030,2868,2016-09-03 00:30,8
3031,2872,2013-12-23 08:57,19
3032,2494,2021-02-05 00:21,10
3033,410,2011-07-24 12:37,8
3034,2107,2021-04-10 09:52,8
3035,2494,2013-06-13 13:50,52
3036,1279,2012-01-18 15:39,18
3037,1829,2023-12-27 13:11,4
3038,135,2022-10-19 00:41,30
3039,2900,2016-04-12 15:49,11
3040,2885,2011-03-03 20:03,29
3041,1844,2013-06-03 00:35,1
3042,1791,2010-12-02 10:23,8
3043,678,2019-08-20 11:52,9
3044,256,2022-05-16 19:34,42
3045,2978,2017-03-11 19:44,43
3046,276,2023-04-19 02:10,19
3047,866,2010-05-09 00:55,11
3048,2357,2016-12-14 07:31,56
3049,2171,2024-11-27 13:42,19
3050,2107,2022-11-15 16:45,62
3051,2341,2015-11-14 05:40,15
3052,2855,2024-04-04 21:13,64
3053,2606,2020-07-15 20:39,56
3054,1935,2023-07-08 01:12,11
3055,1696,2010-06-07 00:30,8
3056,1482,2018-06-06 03:03,16
3057,791,2020-07-10 06:54,12
3058,2261,2010-08-28 17:43,44
3059,747,2023-06-16 04:23,21
3060,548,2024-09-15 20:49,53
3061,1276,2021-07-07 09:24,8
3062,1829,2023-08-11 05:00,8
3063,2927,2022-04-24 08:02,19
3064,16,2016-02-29 11:22,27
3065,59,2010-07-17 15:35,46
3066,871,2010-12-18 14:57,15
3067,2899,2013-05-15 10:57,46
3068,2516,2012-09-12 19:46,31
3069,2330,2016-07-12 05:05,14
3070,1965,2022-11-14 23:58,8
3071,1454,2013-06-19 13:45,2
3072,1853,2018-10-17 15:26,2
3073,975,2023-07-06 10:17,3
3074,1650,2010-10-03 03:54,19
3075,1057,2015-06-02 03:58,8
3076,1498,2010-02-04 15:38,7
3077,2740,2016-12-24 19:20,8
3078,1130,2024-07-24 14:44,33
3079,2532,2023-06-04 17:59,8
3080,1290,2013-04-19 21:25,43
3081,1759,2017-05-31 02:49,1
3082,1933,2020-07-25 15:19,38
3083,1001,2024-09-05 01:13,8
3084,853,2019-12-22 14:00,55
3085,2475,2016-05-11 06:13,2
3086,998,2013-12-26 02:20,8
3087,2279,2012-04-22 03:34,11
3088,558,2019-11-13 15:23,8
3089,369,2012-09-15 18:03,14
3090,322,2020-08-27 10:09,2
3091,103,2011-01-26 01:04,1
3092,2856,2016-01-25 22:32,12
3093,1929,2023-12-21 01:16,11
3094,1090,2021-05-22 03:10,20
3095,1599,2020-05-20 04:53,8
3096,5,2016-11-23 12:51,43
3097,421,2011-10-07 10:16,33
3098,780,2021-01-07 13:39,8
3099,1756,2019-05-02 04:38,29
3100,768,2021-08-19 20:54,43
3101,1128,2021-08-23 00:36,2
3102,1584,2018-04-20 18:01,62
3103,1855,2017-06-10 19:11,8
3104,1899,2022-09-04 17:11,57
3105,1292,2011-08-19 14:43,24
3106,2236,2022-09-28 08:17,26
3107,1291,2017-07-20 15:10,10
3108,373,2014-02-18 00:37,9
3109,1801,2020-07-02 07:19,57
3110,127,2013-06-04 08:41,15
3111,307,2021-02-23 13:05,2
3112,1065,2013-02-25 20:04,24
3113,535,2020-05-14 20:39,1
3114,2417,2019-10-14 21:58,11
3115,765,2011-10-05 15:00,17
3116,1429,2010-04-01 07:21,8
3117,2721,2019-03-17 14:37,34
3118,2713,2011-06-06 09:01,14
3119,1826,2016-12-11 04:57,49
3120,242,2014-09-18 21:17,41
3121,2964,2012-03-30 21:52,22
3122,712,2010-04-16 12:23,27
3123,1273,2020-10-22 11:21,35
3124,609,2024-05-15 19:18,8
3125,1895,2014-10-23 08:30,1
3126,1901,2022-06-22 07:35,62
3127,308,2018-11-30 02:57,11
3128,2968,2017-01-26 04:24,8
3129,2617,2021-10-02 12:54,55
3130,2441,2017-01-28 08:24,26
3131,1110,2017-06-01 06:57,1
3132,2151,2011-01-12 05:21,8
3133,1126,2016-11-18 09:12,43
3134,2863,2020-09-20 02:37,43
3135,1672,2020-01-24 02:31,30
3136,740,2012-10-09 16:40,52
3137,2684,2016-08-06 01:50,32
3138,2880,2010-05-31 15:56,8
3139,742,2016-06-27 01:06,48
3140,2561,2022-03-04 06:46,21
3141,1225,2023-01-01 21:00,14
3142,137,2015-04-15 09:34,8
3143,1231,2019-02-26 14:21,49
3144,2218,2019-08-24 05:19,60
3145,1152,2018-03-03 13:07,1
3146,1797,2014-07-23 05:05,1
3147,1668,2015-12-30 21:58,17
3148,2253,2020-04-22 15:44,8
3149,2384,2020-06-18 16:19,8
3150,2861,2014-02-27 03:17,11
3151,2616,2010-10-19 07:42,17
3152,1665,2014-01-14 13:22,31
3153,1534,2018-07-16 14:54,1
3154,561,2018-09-01 20:36,52
3155,227,2014-09-07 14:55,57
3156,581,2014-12-26 07:07,60
3157,1054,2018-05-26 14:59,51
3158,2038,2014-03-07 14:11,8
3159,308,2014-09-22 06:58,17
3160,242,2011-08-08 06:34,10
3161,766,2012-10-10 20:57,8
3162,804,2012-03-21 14:39,8
3163,1358,2010-12-22 06:50,8
3164,325,2013-07-21 07:07,8
3165,1715,2015-04-15 17:21,28
3166,2081,2010-07-04 12:27,17
3167,324,2013-02-13 06:31,21
3168,1616,2021-07-03 02:28,8
3169,1434,2024-03-28 12:51,1
3170,1340,2010-01-27 01:41,30
3171,1479,2019-09-02 23:49,11
3172,363,2022-05-29 06:08,13
3173,811,2015-01-23 02:22,57
3174,2096,2018-06-19 22:15,8
3175,2195,2011-01-25 08:58,8
3176,2758,2017-11-24 20:23,20
3177,933,2021-07-06 11:53,11
3178,1797,2013-07-09 13:21,35
3179,1716,2015-06-08 23:45,9
3180,937,2018-08-04 11:45,37
3181,1687,2019-11-16 09:28,8
3182,115,2020-06-03 01:05,8
3183,2578,2023-02-11 18:51,14
3184,1411,2024-08-17 02:30,41
3185,2128,2012-06-03 09:42,20
3186,2540,2016-02-11 15:38,1
3187,2380,2013-10-01 23:09,62
3188,801,2012-01-13 17:13,8
3189,472,2018-02-28 11:30,11
3190,301,2022-01-22 01:07,8
3191,712,2023-10-10 05:12,8
3192,804,2022-10-15 10:32,35
3193,370,2023-05-07 23:59,51
3194,163,2016-10-30 03:07,2
3195,2690,2024-07-26 06:29,1
3196,1610,2020-11-02 13:04,11
3197,1407,2014-12-23 22:19,57
3198,1161,2019-04-22 02:21,8
3199,1789,2023-07-02 04:20,52
3200,2183,2012-12-07 04:09,11
3201,1289,2011-05-23 19:54,22
3202,2866,2023-07-31 15:29,20
3203,2001,2020-05-08 19:12,2
3204,2643,2017-08-03 21:28,43
3205,1406,2023-10-04 22:01,8
3206,940,2012-07-14 04:54,11
3207,767,2017-03-26 05:32,16
3208,955,2022-11-15 05:47,8
3209,172,2024-02-23 05:46,8
3210,24,2011-02-05 22:18,8
3211,1673,2020-09-29 15:20,21
3212,2507,2011-10-10 17:41,8
3213,717,2011-04-08 05:24,60
3214,1113,2024-01-21 11:50,29
3215,801,2015-07-03 07:54,11
3216,253,2022-02-15 19:19,48
3217,2907,2021-08-15 12:11,8
3218,1936,2011-06-02 12:09,21
3219,335,2022-09-11 20:24,15
3220,1896,2023-02-21 11:53,8
3221,2566,2015-07-01 04:17,8
3222,1306,2011-03-02 21:50,42
3223,2361,2011-03-14 12:15,8
3224,956,2013-11-29 15:52,15
3225,147,2021-02-09 17:05,11
3226,643,2021-01-20 07:20,24
3227,798,2012-10-30 19:55,2
3228,1830,2018-08-28 14:58,11
3229,758,2016-05-04 19:19,17
3230,1107,2015-01-28 07:58,55
3231,2069,2013-07-24 01:46,27
3232,2275,2012-05-08 04:51,30
3233,1274,2017-10-24 06:43,30
3234,2159,2018-03-31 16:39,8
3235,1787,2012-12-28 11:00,19
3236,2280,2014-11-20 11:48,17
3237,322,2014-05-23 06:55,8
3238,1216,2013-09-29 02:24,38
3239,2591,2016-03-10 13:38,8
3240,2771,2018-10-23 06:04,26
3241,2744,2011-04-24 04:50,49
3242,2060,2024-06-27 16:20,60
3243,503,2013-01-27 14:08,19
3244,2694,2022-09-01 08:38,1
3245,2404,2016-06-10 14:45,33
3246,390,2024-09-23 22:32,1
3247,2212,2011-10-08 07:56,31
3248,642,2019-12-26 01:38,7
3249,2607,2017-10-07 22:24,14
3250,1136,2023-06-05 21:19,11
3251,1690,2019-09-18 05:16,46
3252,1000,2016-01-28 21:40,8
3253,121,2024-04-24 11:10,23
3254,400,2010-10-21 13:08,1
3255,821,2017-04-18 02:53,53
3256,2007,2015-08-04 17:09,1
3257,2645,2012-05-30 07:08,23
3258,2692,2016-03-12 04:45,11
3259,1074,2014-08-27 02:28,11
3260,874,2012-09-14 13:28,8
3261,2314,2018-02-01 05:31,62
3262,251,2017-12-01 14:19,8
3263,2726,2024-09-28 19:26,8
3264,1287,2016-07-27 05:48,1
3265,1931,2016-11-01 06:36,8
